0,13,6.589963911704935
1,40,9.775501886232835
2,27,4.213741975531957
3,63,4.4065379802962825
4,31,-2.9744095122472123
5,119,-6.255686605231071
6,31,4.609349478455171
7,76,4.818888230906693
8,15,-3.867921164589922
9,38,-3.160048519309865
10,108,5.3778718233549805
11,38,5.232670095903816
12,17,4.1533791461217735
13,13,-3.2682194765694588
14,36,5.7775298983249
15,14,-3.84109250951704
16,15,-9.691890190570016
17,3,-4.360512240669645
18,32,-3.532563009193667
19,19,3.764740860183535
20,83,2.9982121413200105
21,29,-6.077397811477511
22,2,-4.4683620900925956
23,58,-9.582085626884735
24,6,-9.498358526921063
25,4,-5.108286968405263
26,5,-6.919265347087327
27,17,-5.98356609099392
28,61,3.437301696666027
29,28,-4.889432178037602
30,14,6.055528269374808
31,20,5.687633199466997
32,13,-3.766676087819997
33,9,-8.076028601218189
34,18,4.572558423113594
35,35,-4.055121203703514
36,49,8.457559431446757
37,14,-4.356362439077191
38,39,-3.587418667513403
